taxon_id,scientific_name,timestamp,latitude,longitude,depth,source
127027,Thunnus albacares,2026-06-01 17:48:52,13.080790053025096,80.55567939924993,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-01 17:48:52,13.177455726301728,80.97053821247177,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-01 17:48:52,12.981251010601655,80.26761392167077,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-01 17:48:52,13.239076957395035,80.90386535931302,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-03 17:48:52,13.097230939271748,80.62935578686351,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-03 17:48:52,13.171334455540201,80.99177933423607,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-03 17:48:52,12.996671713743662,80.30358666514458,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-03 17:48:52,13.103194895036314,80.94376248916198,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-05 17:48:52,13.095637384305062,80.57651970259879,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-05 17:48:52,13.135617788871413,80.94778235172093,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-05 17:48:52,13.008509239188312,80.27209139299983,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-05 17:48:52,13.242782588464134,81.04918861678613,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-07 17:48:52,13.052423509881951,80.62603508869582,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-07 17:48:52,13.220396563145346,80.94576128658983,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-07 17:48:52,12.983174724090059,80.27243257473498,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-07 17:48:52,13.24116661508139,80.92369059747948,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-09 17:48:52,13.084655921482629,80.61628704260809,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-09 17:48:52,13.273546481665331,80.9944978251824,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-09 17:48:52,12.984202758048758,80.30240551056325,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-09 17:48:52,13.154535484865542,81.03291335057033,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-11 17:48:52,13.085815502106291,80.60413193732693,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-11 17:48:52,13.15183826643027,80.95152699161055,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-11 17:48:52,13.013424699227429,80.31268598840882,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-11 17:48:52,13.243180500290777,80.97148480454021,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-13 17:48:52,13.122115810726838,80.61057332508277,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-13 17:48:52,13.20783016337237,80.97570076819068,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-13 17:48:52,13.005617246373701,80.30147079779587,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-13 17:48:52,13.13561730420808,81.08720789197736,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-15 17:48:52,13.050917307948286,80.6317899013727,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-15 17:48:52,13.15699396586101,81.03532636092505,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-15 17:48:52,13.020374043838885,80.29974829666335,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-15 17:48:52,13.150858749343726,81.02137778756544,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-17 17:48:52,13.085423207780726,80.55419569022611,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-17 17:48:52,13.186879064841483,80.97549211174001,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-17 17:48:52,13.004841130673842,80.27964862509087,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-17 17:48:52,13.212599724673295,80.93893583672995,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-19 17:48:52,13.052151211474241,80.6468023036207,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-19 17:48:52,13.185240954137312,80.97319837951399,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-19 17:48:52,12.971879628265235,80.31976291375344,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-19 17:48:52,13.111667126914877,81.05150853758452,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-21 17:48:52,13.145364947545108,80.56650597782632,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-21 17:48:52,13.168131544689304,81.04234671363051,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-21 17:48:52,13.00058769643082,80.308069006822,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-21 17:48:52,13.228045779912419,80.98729737758526,5.0,OBIS_Demo
127027,Thunnus albacares,2026-06-23 17:48:52,13.07342047775242,80.57875368291235,45.0,OBIS_Demo
127027,Thunnus albacares,2026-06-23 17:48:52,13.146469957397223,80.93906820409606,100.0,OBIS_Demo
127021,Rastrelliger kanagurta,2026-06-23 17:48:52,13.027752413983894,80.27303079550092,10.0,OBIS_Demo
137094,Delphinus delphis,2026-06-23 17:48:52,13.154474845696914,81.08223387217242,5.0,OBIS_Demo
